id,title,lead,source,link,image,authors,about
3971,Ludzkie szczątki znalezione w Tatrach. Czy to zaginiona Joanna F.?,"W pobliżu Zadniego Granatu pracownicy Tatrzańskiego Parku Narodowego znaleźli ludzkie szczątki i but - poinformował portal tatromaniak.pl. Po wezwaniu na miejscu policji, funkcjonariusze przeszukali okolicę i natknęli się na kolejne fragmenty ludzkich zwłok. Trwa ustalanie tożsamości człowieka, którego szczątki znaleziono w Tatrach. Być może jest to zaginiona we wrześniu ubiegłego roku Joanna F.",Super Express,https://www.se.pl/krakow/ludzkie-szczatki-znalezione-w-tatrach-czy-to-zaginiona-joanna-f-aa-aMmV-9aB9-9u3G.html,https://cdn.galleries.smcloud.net/t/galleries/gf-uqwc-ggAM-mVbv_ludzkie-szczatki-znalezione-w-tatrach-czy-to-zaginiona-joanna-f-664x442-nocrop.jpg,Adrian Teliszewski,PARK NARODOWY
3972,Zaginiona 12-latka odnaleziona w Krakowie!,W sobotę w Krakowie odnaleziona została zaginiona 12-latka poszukiwana od czwartkowego popołudnia. Kupującą bilet na pociąg dziewczynkę zauważył znajomy rodziny i powiadomił policjantów. ,Super Express,https://www.se.pl/krakow/zaginiona-12-latka-odnaleziona-w-krakowie-aa-xQzf-17qb-hvkp.html,https://cdn.galleries.smcloud.net/t/galleries/gf-muyR-YXrh-mjKa_zaginiona-664x442-nocrop.jpg,Sylwia Adamczyk,Article
3973,Tragiczny finał poszukiwań 78-letniej Marii. Martwa seniorka znaleziona w potoku,"Odnalezieniem zwłok zakończyły się poszukiwania 78-letniej Marii z Krzeszowa. Kobieta po południu w środę, 3 maja wyszła z domu w nieznanym kierunku. Szukało ją 135 osób z różnych służb. Niestety w czwartek, 4 maja ciało seniorki zostało ujawnione przez ratowników GOPR. Zwłoki znajdowały się w potoku masywu leśnego Żurawnica.",Super Express,https://www.se.pl/krakow/tragiczny-final-poszukiwan-78-letniej-marii-martwa-seniorka-znaleziona-w-potoku-aa-Fjxp-Go9i-d5ZY.html,https://cdn.galleries.smcloud.net/t/galleries/gf-4uPC-9bM4-tcjP_tragiczny-final-poszukiwan-martwa-seniorka-znaleziona-w-potoku-1920x1080-nocrop.jpg,Adrian Teliszewski,"MAŁOPOLSKA POLICJA, ZAGINIENI MAŁOPOLSKA"
3974,Kraków. 38-letnia kobieta chora na schizofrenię zaginęła w drodze na Warsztaty Terapii Zajęciowej ,Agnieszka Górecka mieszka w Krakowie na os. Na Stoku. 23 stycznia wyszła z domu i do chwili obecnej nie wróciła. Nie nawiązała też kontaktu z rodziną i najbliższymi. ,Dziennik Polski,https://dziennikpolski24.pl/krakow-38letnia-kobieta-chora-na-schizofrenie-zaginela-w-drodze-na-warsztaty-terapii-zajeciowej/ar/11721224,https://d-art.ppstatic.pl/kadry/k/r/1/a6/46/58866ac425136_o_original.jpg,Marcin Banasik,article
3975,"Zaginął nastolatek z Poznania. Wychodząc z domu, nie wspomniał dokąd się wybiera",16-latek wyszedł z miejsca zamieszkania 17 stycznia 2026 r.,epoznan.pl,https://epoznan.pl/news-news-171853-zaginal_nastolatek_z_poznania_wychodzac_z_domu_nie_wspomnial_dokad_sie_wybiera,https://epoznan.pl/storage/gallery/133097/jZbgDyseyRspE5jQYVPlVwgRYFFkvycI.jpg,Paula Zych,article
3976,Zaginął 36-latek. Może przebywać w Poznaniu. Widziałeś go?,Od ponad 24 godzin zaginiony Mariusz Pryłowski nie kontaktował się z rodziną. Policja rozpoczęła poszukiwania 36-letniego mieszkańca Mościszek w powiecie kościańskim. Mężczyzna może przebywać w Poznaniu. Widziałeś go? Zgłoś to policji! ,Głos Wielkopolski,https://gloswielkopolski.pl/zaginal-mieszkaniec-mosciszek-mezczyzna-moze-przebywac-w-poznaniu-widziales-go-zglos-policji/ar/c1p2-28647163,"https://d-pa.ppstatic.pl/frames/pa-def/95/70/il20260118_955349101,size,1450x877,crop,135.0000x136.0000x1193.0000x625.0000,h,d166e1.jpg",Emilia Ratajczak,article
3977,Zaginął 31-latek spod Poznania,Szuka go policja.,epoznan.pl,https://epoznan.pl/news-news-167663-zaginal_31_latek_spod_poznania,https://epoznan.pl/storage/gallery/128824/q6TomxN4SH4P9oHsPNqVkSgVof5rp6fj.jpg,Katarzyna Żurowska,article
3981,Zaginęła 14-letnia Wiktoria Sala. Nie wróciła ze szkoły,"
        	Trwają poszukiwania 14-letniej Wiktorii Sali, która w czwartek po szkole nie wróciła do Placówki Opiekuńczo-Wychowawczej na os. Willowym w Krakowie. Policja opublikowała zdjęcie nastolatki i apeluje o pomoc w poszukiwaniach.
        	",PolsatNews.pl,https://www.polsatnews.pl/wiadomosc/2022-06-07/krakow-zaginela-14-letnia-wiktoria-sala-nie-wrocila-ze-szkoly/,https://ipla.pluscdn.pl/dituel/cp/kx/kxzp4q1mns4pfpoja5jtck9uky1h7yqw.jpg,Polsat News,article
3982,Trójka młodych ludzi zaginęła w Tatrach. Policja przekazała ważną informację,"W sobotę, późnym wieczorem, zakopiańska policja poinformowała zakończeniu poszukiwań trojga młodych ludzi, którzy zaginęli w rejonie Doliny Białego. Na szczęśćie akcja poszukiwawcza, w którą zaangażowani byli m.in. ratownicy TOPR, zakończyła się sukcesem. Wszyscy troje zostali odnalezieni.

",Super Express,https://www.se.pl/krakow/trojka-mlodych-ludzi-zaginela-w-tatrach-po-kilku-godzinach-policja-opublikowala-komunikat-aa-EYVd-H5P5-9UF9.html,https://cdn.galleries.smcloud.net/t/galleries/gf-Zaka-kkuW-jucK_poszukiwania-w-tatrach-1280x960.jpg,Grzegorz Kluczyński,"Article, GÓRY, POLICJA ZAKOPANE, POSZUKIWANIA, RATOWNICY TOPR, TATRY, TATRY TURYŚCI, TOPR"
3983,"Kraków. Zaginęła 14-letnia Wiktoria! ""Po zakończeniu zajęć szkolnych nie powróciła""","Zaginęła Wiktoria Sala. 14-latka jest poszukiwana przez Małopolską Policję, która prosi o pomoc. Nastolatka od kilku dni nie nawiązała kontaktu z opiekunami i rodziną. Czy ktoś widział zaginioną dziewczynkę?",Super Express,https://www.se.pl/krakow/krakow-zaginela-14-letnia-wiktoria-po-zakonczeniu-zajec-szkolnych-nie-powrocila-aa-D9V9-KTLK-5o1M.html,https://cdn.galleries.smcloud.net/t/galleries/gf-p6eM-49LR-6hsd_krakow-zaginela-14-letnia-wiktoria-po-zakonczeniu-zajec-szkolnych-nie-powrocila-664x442-nocrop.jpg,bm,"POLICJA MAŁOPOLSKA, ZAGINĘŁA NASTOLATKA"
3984,Kraków. Zaginęła 17-letnia Otylia,"
             Małopolska policja prosi o pomoc w poszukiwaniach zaginionej Otylii Łazarz. 17-latka była widziana ostatni raz 11 czerwca.   
                
        ",Wprost,https://www.wprost.pl/kraj/10133803/krakow-zaginela-17-letnia-otylia.html,https://img.wprost.pl/img/krakow-zaginela-17-letnia-otylia/34/70/75b1f67289295757f05dda02aebf.webp,Katarzyna Gurmińska,article
3985,18-latka zniknęła po swoim przylocie do Polski. Policja: została odnaleziona,"Policja poszukiwała młodej Brytyjki, która zniknęła tuż po swoim przylocie do Polski. Kobieta ostatni raz była widziana na lotnisku w podkrakowskich Balicach. W środę, 20 listopada, policja poinformowała o jej odnalezieniu. ""Dziewczyna jest cała i zdrowa"" - podano.  ",TVN24,https://tvn24.pl/krakow/krakow-zaginela-18-letnia-brytyjska-ostatni-raz-byla-widziana-na-lotnisku-w-balicach-odnaleziona-st8184996,https://tvn24.pl/_e/i/najnowsze/cdn-zdjecie-quu2qy-lotnisko-krakow-balice-ph7121516/alternates/WEBP_LANDSCAPE_840,TVN24,article
3993,Kraków. Zaginęła matka z 8-letnią córką,"
             Krakowska policja informuje o zaginięciu 42-letniej Marty Dudrak z 8-letnią córką, Julią. Kobieta i dziewczynka nie kontaktowały się z bliskimi od 14 kwietnia.   
                
        ",Wprost,https://www.wprost.pl/kraj/10705204/krakow-zaginela-matka-z-8-letnia-corka.html,https://img.wprost.pl/img/krakow-zaginela-matka-z-8-letnia-corka/fd/b9/d68xx35xx62d928b70a200811c0b.webp,Natalia Rzewińska,article
3995,Zaginęła 22-letnia Katarzyna Koczot. Studentka wyprowadziła się z akademika w Krakowie i nie nawiązała kontaktu z rodziną,"Katarzyna Koczot, która 20 stycznia 2025 roku wyprowadziła się z akademika przy ul. Armii Krajowej 9a w Krakowie, zaginęła. Studentka nie poinformowała swoich bliskich, dokąd się udaje. Do dzisiaj nie wróciła do domu. Kobiety poszukuje policja.",Portal i.pl,https://i.pl/zaginela-22-letnia-katarzyna-koczot-studentka-wyprowadzila-sie-z-akademika-w-krakowie-i-nie-nawiazala-kontaktu-z-rodzina/ar/c1p2-27244251,"https://d-pa.ppstatic.pl/frames/pa-def/e3/b7/il20250206_893147837,size,1920x1280,crop,0.0000x169.0000x1920.0000x1005.0000,h,bef63e.jpg",Redakcja Wiadomości,article
3997,Wyszła z domu i nie wróciła. Zaginęła 14-letnia Jasmina Wiatrak,"
                    
                        
                        
                            Policja poszukuje zaginionej 14-latki, Jasminy Wiatrak. 28 października br. około godziny 10 wyszła z miejsca zamieszkania i dotąd nie powróciła, nie nawiązała też kontaktu z rodziną.
                        
                    
                ",krakow.wyborcza.pl,"https://krakow.wyborcza.pl/krakow/7,44425,26477995,krakow-zaginela-14-letnia-jasmina-wiatrak.html","https://bi.im-g.pl/im/b9/40/19/z26478009FBW,Krakow--Zaginela-14-letnia-Jasmina-Wiatrak.jpg",pf,article
3998,Młodziutka Brytyjka zaginęła w Krakowie. Ślad urwał się na lotnisku. Koniec poszukiwań,Ostatni raz widziano ją na podkrakowskim lotnisku w Balicach. 18-letnia Ania z Wielkiej Brytanii przemierzała z jedną walizką i bagażem podręcznym hol portu. I tu ślad za dziewczyną się urwał. Brytyjka nie miała przy sobie dokumentów ani telefonu komórkowego. Zakończono poszukiwania młodej kobiety.,Fakt,https://www.fakt.pl/wydarzenia/polska/krakow/tajemnicze-zaginiecie-brytyjki-w-krakowie-koniec-poszukiwan-18-latki/046x1df,https://ocdn.eu/pulscms-transforms/1/_1lk9kuTURBXy83ZmU3MDI1Zi1kOGJlLTRhZTItYTJjNi1kYjNhNWRlYzFlZTAuanBlZ5KVAwAAzQdizQQnkwXNBLDNAnbeAAGhMAE,"https://www.fakt.pl/#/schema/Person/anna-orlowska, https://www.fakt.pl/#/schema/Person/iwona-bielska, https://www.fakt.pl/#/schema/Person/karolina-stachera","Kraków, article, policja, poszukiwania, zaginięcie"
3999,18-letnia Brytyjka zaginęła w Krakowie. Policja apeluje o pomoc,"
             Policja apeluje o pomoc w poszukiwaniach zaginionej 18-letniej Brytyjki. Kobieta ostatni raz była widziana na lotnisku w podkrakowskich Balicach. „Nie posiada przy sobie dokumentów ani telefonu” – czytamy.   
                
        ",Wprost,https://www.wprost.pl/zycie/11863614/zaginela-18-letnia-brytyjka-ostatni-raz-byla-widziana-na-lotnisku-w-krakowie.html,https://img.wprost.pl/img/18-letnia-brytyjka-zaginela-w-krakowie-policja-apeluje-o-pomoc/6f/8c/87d9ef7a7e867fd83ecb77860ba9.webp,Maciej Zaremba,article
4000,Zaginęła mieszkanka Poznania. Wyszła z domu przy Półwiejskiej w środę. Policja apeluje o pomoc w poszukiwaniach!,Wiktoria Kosicka wyszła z mieszkania przy ul. Półwiejskiej w Poznaniu w środę 20 listopada i do chwili obecnej nie wróciła do domu i nie kontaktowała się z bliskimi.,Głos Wielkopolski,https://gloswielkopolski.pl/zaginela-mieszkanka-poznania-wyszla-z-domu-przy-polwiejskiej-w-srode-policja-apeluje-o-pomoc-w-poszukiwaniach/ar/c1p2-27014667,https://d-pa.ppstatic.pl/frames/pa-def/3c/7b/il20241122_878766373_original.jpg,Marta Jarmuszczak,article
4001,W Poznaniu zaginęła 16-letnia obywatelka Rumunii. Wyszła z domu i kontakt się urwał,Miejsce zamieszkania opuściła 11 stycznia wieczorem.,epoznan.pl,https://epoznan.pl/news-news-158935-w_poznaniu_zaginela_16_letnia_obywatelka_rumunii_wyszla_z_domu_i_kontakt_sie_urwal,https://epoznan.pl/storage/gallery/119884/wW5b2IBwtKBt7N99hVRNicUcjYBfZCbM.jpg,KaT,article
4002,Kontakt nagle się urwał. Szukają Natalii spod Poznania. Będzie śledztwo,"Zaginęła 39-letnia Natalia Panocha-Raczkiewicz z podpoznańskiego Gortatowa. O nagłym zniknięciu kobiety rodzina zaalarmowała policję, która opublikowała komunikat na swojej stronie. Funkcjonariusze proszą o kontakt wszystkie osoby posiadające wiedzę o tym, gdzie przebywa zaginiona. Jest wniosek do prokuratury o wszczęcie śledztwa.",TVN24,https://tvn24.pl/poznan/zaginiona-natalia-panocha-raczkiewicz-poszukiwania-ma-39-lat-mieszka-w-gortatowie-pod-swarzedzem-policja-prosi-o-pomoc-st7966329,https://tvn24.pl/_e/i/najnowsze/cdn-zdjecie-ml1czf-zagniona-natalia-panocha-raczkiewicz-ph7966630/alternates/WEBP_LANDSCAPE_840,TVN24,article
4003,Gdzie jest zaginiona Natalia? Telefon i komputer jej męża są w rękach policji,"W tej sprawie pojawia się coraz więcej pytań, na które śledczy starają się znaleźć odpowiedzi. Tajemnicze zaginięcie Natalii z Gortatowa (woj. wielkopolskie) jest zagadką nie tylko dla służb zajmujących się sprawą, ale także dla najbliższych 39-letniej ekspertki finansowej. Wiadomo już, że policjanci podjęli stanowcze działania, by ustalić, co stało się z kobietą. ",Super Express,https://www.se.pl/poznan/gdzie-jest-zaginiona-natalia-spod-poznania-telefon-i-komputer-jej-meza-sa-w-rekach-policji-aa-kiNk-ygSe-t48S.html,https://cdn.galleries.smcloud.net/t/galleries/gf-XmiC-HUs7-sQnn_gdzie-jest-zaginiona-natalia-spod-poznania-telefon-i-komputer-jej-meza-sa-w-rekach-policji-emo-2024-06-18-9-35-1920x1080-nocrop.jpg,EMO,"Article, POLICJA POZNAŃ, POZNAŃ, POZNAŃ ZAGINIĘCIA, TAJEMNICZE ZAGINIĘCIE"
4005,"Zaginionej Jagody szukał Krzysztof Rutkowski. 11-latka jest w szpitalu. Wiemy, z kim była!","11–letnia Jagoda z Poronina zniknęła z domu 1 stycznia, nad ranem. Szukała jej cała Polska. Policja szybko ustaliła, że dziewczynka może przebywać w Krakowie. Do akcji, na prośbę mamy Jagody, włączył się słynny detektyw Krzysztof Rutkowski. Na szczęście 11–latka została odnaleziona. Wiemy, co teraz się z nią dzieje. To nie wszystko! Przyjaciółka jej mamy zdradziła nam, w czyim towarzystwie była Jagoda w chwili odnalezienia.",Super Express,https://www.se.pl/krakow/sprawa-zaginionej-jagody-dziewczynka-jest-w-szpitalu-a-przyjaciolka-jej-mamy-ujawnia-aa-ctLj-zMMX-PDft.html,https://cdn.galleries.smcloud.net/t/galleries/gf-pgvr-B6NT-N1sD_rutkowski-szukal-zaginionej-11-letniej-jagody-z-poronina-1920x1080-nocrop.jpg,"Anita Leszaj, eib","KRZYSZTOF RUTKOWSKI, ZAGINIONE DZIECKO"
4006,Kraków: Zaginęła 39-letnia Magdalena Kuhnen [RYSOPIS],Zaginiona była widziana po raz ostatni 27 grudnia 2015 przy ul. Malborskiej w Krakowie. ,Super Express,https://www.se.pl/krakow/krakow-zaginela-39-letnia-magdalena-kuhnen-rysopis-aa-o4uJ-J57S-xKx9.html,https://cdn.galleries.smcloud.net/t/galleries/gf-uwj5-RrKm-LSja_zaginiona-664x442-nocrop.jpg,Sylwia Adamczyk,"Article, ZAGINIENI KRAKÓW"
4007,Zaginęła 15-letnia Natalia Głogowska z Krakowa [RYSOPIS],"Zaginiona dziewczyna wyszła z mieszkania 3 stycznia 2016 o godzinie 15.00. Do tej pory nie powróciła, ani nie nawiązała żadnego kontaktu z rodziną.",Super Express,https://www.se.pl/krakow/zaginela-15-letnia-natalia-glogowska-z-krakowa-rysopis-aa-b5Rv-54uL-czZV.html,https://cdn.galleries.smcloud.net/t/galleries/gf-ZSv7-gyBj-QBU4_zaginiona-664x442-nocrop.jpg,Sylwia Adamczyk,"Article, ZAGINIENI KRAKÓW"
4008,Zaginęła Krystyna Kornacka z Nowej Huty [RYSOPIS],"Zaginiona była widziana po raz ostatni 17 czerwca około godz. 15.00 w rejonie os. Dywizjonu 303 w Krakowie. Kobieta do tej pory nie wróciła do domu, ani nie nawiązała kontaktu z rodziną.",Super Express,https://www.se.pl/krakow/zaginela-krystyna-kornacka-z-nowej-huty-rysopis-aa-3H66-z8zQ-Y6Pr.html,https://cdn.galleries.smcloud.net/t/galleries/gf-g23V-d4Wa-erA5_zaginiona-664x442-nocrop.jpg,Sylwia Adamczyk,ZAGINIENI KRAKÓW
4009,Kraków: Zaginęła Ewa Urbańska z Krowodrzy. Nie ma z nią kontaktu od trzech miesięcy,"Zaginęła 47-letnia Ewa Urbańska, mieszkanka Krowodrzy. Wyszła z domu najprawdopodobniej 15 lipca. Do tej pory nie skontaktowała się z rodziną. ",Super Express,https://www.se.pl/krakow/krakow-zaginela-ewa-urbanska-z-krowodrzy-nie-ma-z-nia-kontaktu-od-trzech-miesiecy-aa-gxTU-zc5V-fRjB.html,https://cdn.galleries.smcloud.net/t/galleries/gf-Dqng-Kqp5-rhRp_zaginiona-664x442-nocrop.jpg,Sylwia Adamczyk,"MAŁOPOLSKA POLICJA, ZAGINIENI KRAKÓW"
4010,Zaginęła 17-letnia Kasia z Będkowic! Gdzie się podziewa piękna nastolatka?,17-letnia Katarzyna Wróbel z Będkowic (gm. Wielka Wieś) wyszła z domu 24 lutego około godziny 19:30 i do tej pory nie nawiązała kontaktu z zatroskaną rodziną! Policja apeluje o kontakt do wszystkich osób mających informacje o miejscu przebywania Kasi!,Super Express,https://www.se.pl/krakow/zaginela-17-letnia-kasia-z-bedkowic-gdzie-sie-podziewa-piekna-nastolatka-aa-zkWZ-rFnv-SaQt.html,https://cdn.galleries.smcloud.net/t/galleries/gf-raYu-qYkW-egPe_zaginiona-kasia-664x442.jpg,ToM,"ZAGINIONA OSOBA, ZAGINĘŁA DZIEWCZYNA"
4011,Gdańsk: W zbiorniku wodnym znaleziono zwłoki poszukiwanej 21-latki,"Zwłoki kobiety znaleziono w sobotnie popołudnie w zbiorniku wodnym w rejonie ulic Sokolej i Nowotnej. Miejsce zdarzenia zostało zabezpieczone, działania prowadzi prokurator. ",trojmiasto.pl,https://www.trojmiasto.pl/wiadomosci/Gdansk-W-zbiorniku-wodnym-znaleziono-zwloki-n211537.html,https://s-trojmiasto.pl/zdj/c/n/2/4197/1200x0/4197246.webp?r=2026042520,Ewa Palińska,article
4012,Szukają 16-latki z Gdańska. Zaginęła Karina Babińska,Funkcjonariusze z Komendy Miejskiej Policji w Gdańsku prowadzą poszukiwania 16-letniej Kariny Babińskiej. 20 lipca wyszła z domu i do tej pory nie wróciła. Podano jej rysopis oraz opublikowano zdjęcia.,o2 - Blisko Ludzi,https://www.o2.pl/informacje/szukaja-16-latki-z-gdanska-zaginela-karina-babinska-7180986027018976a,https://v.wpimg.pl/MTY3Y2FkYjU4US8BaRBvIHsJe1svSWF2LBFjEGlafmRpS2EBdkQrPTVWK1c2BGMzK0YpUzEbYyQ1HDhCL0Q7ZXZXMEE2BywtdlY0UCMPYm07Bm9RJ1IreW5VPQVrX3hkbh47AXRYYGVtB2gEcQgsMGhQPRA7,Mateusz Kaluga,"Gdańsk, policja, poszukiwania nastolatki, zaginiona nastolatka"
4021,Ciało Kamila znaleźli na plaży w Gdańsku. Na profilu parafii pojawił się poruszający wpis,"""Do dnia dzisiejszego żyliśmy nadzieją, że odnajdziesz się cały i zdrowy. Z każdą minioną godziną martwiliśmy się o Ciebie coraz bardziej"" — tymi słowami Parafia Wniebowzięcia Najświętszej Maryi Panny w Mściszewicach żegna 23-letniego Kamila W., którego ciało znaleziono w sobotę (25 października) na plaży w gdańskim Brzeźnie. Poszukiwania studenta Politechniki Gdańskiej trwały blisko tydzień. Niestety, spełnił się najczarniejszy scenariusz.",Fakt,https://www.fakt.pl/wydarzenia/polska/trojmiasto/gdansk-odnaleziono-cialo-kamila-w-parafia-zegna-studenta/r75lz07,https://ocdn.eu/pulscms-transforms/1/-VUk9kuTURBXy80NmI0MDk4MS0yOGFjLTQzMzEtYjlmOS04OWRlYjY1ZWMwOGQuanBlZ5KVAwAAzQoAzQWgkwXNBLDNAnbeAAGhMAE,https://www.fakt.pl/#/schema/Person/alina-zakowska,"Gdańsk, parafia, pożegnanie, zaginięcie"
4025,"Szukali zaginionego studenta, znaleźli ciało. ""Natknęliśmy się na kawałek materiału...""","Trójmiejska Grupa Poszukiwawczo-Ratownicza od kilku dni brała udział w poszukiwaniach zaginionego studenta, 23-letniego Kamila Wenty. W akcji poszukiwawczej uczestniczyło około 85 wolontariuszy. W sobotę (25 października) grupa dokonała makabrycznego odkrycia na plaży w gdańskim Brzeźnie. ""W trakcie poszukiwań według ustalonej trasy natknęliśmy się na kawałek materiału wystający z piasku, a po czasie na ciało"" — przekazali w mediach społecznościowych członkowie TGPR.",Fakt,https://www.fakt.pl/wydarzenia/polska/trojmiasto/gdansk-wolontariusze-znalezli-cialo-pod-molo-w-brzeznie-ujawniaja-szczegoly/cejbf4k,https://ocdn.eu/pulscms-transforms/1/v1Dk9kuTURBXy8yZmQxMDE1Ny0wZDRjLTRlYmItYTI4NS0xZjRmNjBjZWQ5YTMuanBlZ5KVAwMAzQN6zQH1kwXNBLDNAnbeAAGhMAE,https://www.fakt.pl/#/schema/Person/alina-zakowska,"Gdańsk, plaża, poszukiwania, zwłoki"
4026,Zaginął 26-letni Kamil z Gdańska. Cierpi na schizofrenię. Trop prowadzi do Berlina,"Rodzina i policja poszukują 26-letniego Kamila Owsińskiego, który zaginął 16 lipca 2025 roku w Gdańsku. Jak wynika z najnowszych informacji, mężczyzna może obecnie przebywać na terenie Niemiec, w okolicach głównego dworca kolejowego w Berlinie.",o2 - Blisko Ludzi,https://www.o2.pl/informacje/zaginal-26-letni-kamil-z-gdanska-cierpi-na-schizofrenie-trop-prowadzi-do-berlina-7181130694310624a,https://v.wpimg.pl/YjEyY2Q1dgskGy8Bfkp7HmdDe1s4E3VIMFtjEH4Aa1p1AWECYR4_AykcK1chXncNNwwpUyZBdxopVjhCOB4vW2odMEEhXTgTahw0UDRVdghyQDwKY1c4R3xKalR8BWELc1Q7BWkDdFN9HzsDY1I9X3EdPBAs,Danuta Pałęga,"Berlin, Gdańsk, niemcy, polska, poszukiwany, schizofrenia, zaginięcie, zaginął mężczyzna"
4029,Kraków: Zaginął 16-letni Dominik. Policja i rodzina proszą o pomoc | Gazeta Wielicka,"Trwa dramatyczne poszukiwanie 16-letniego Dominika Gandyka – Świętka z Krakowa. Chłopiec zaginął 29 maja 2025 roku po tym, jak samowolnie oddalił się ze szkoły na terenie Olszy. Od tamtej pory nie skontaktował się z rodziną ani nie powrócił do domu. Policja oraz bliscy apelują o pomoc i proszą każdego, kto posiada jakiekolwiek informacje, o pilny kontakt.","Gazeta Wielicka - Najnowsze wiadomości z Wieliczki, Niepołomic, Gdowa, Kłaja i Biskupic",https://gazetawielicka.pl/bezpieczenstwo/krakow-zaginal-16-letni-dominik-policja-i-rodzina-prosza-o-pomoc/,https://media.gazetawielicka.pl/2025/06/zaginiony-nastolatek-Krakow-Olsza-uczen-.jpg,Anna Palonek,article
4031,"""Zaginął"" smok wawelski. Prezydent Krakowa opublikował niepokojące zdjęcie","Prezydent Krakowa, Aleksander Miszalski, poinformował o ""zaginięciu"" smoka na platformie X, apelując do mieszkańców o pomoc w ustaleniu okoliczności zdarzenia.",Polskie Radio 24,"https://polskieradio24.pl/artykul/3524844,zaginal-smok-wawelski-prezydent-krakowa-opublikowal-niepokojace-zdjecie",https://static.prsa.pl/images/dd2414f2-ca45-4ca9-86f1-62072275e931.jpg,Polskie Radio 24,"article, website"
4032,36-latek z Krakowa zaginął bez śladu. Ostatni raz widziany przy Puszczy Niepołomickiej | Gazeta Wielicka,"Trwają poszukiwania 36-letniego Konrada Durbasa z Krakowa, który zaginął w piątek (6 czerwca). Mężczyzna ostatni raz kontaktował się z rodziną w godzinach przedpołudniowych, a około godziny 18:00 miał być widziany w rejonie Puszczy Niepołomickiej. Od tego czasu nie nawiązał kontaktu z bliskimi. Policja oraz rodzina proszą o pomoc w ustaleniu miejsca jego pobytu.","Gazeta Wielicka - Najnowsze wiadomości z Wieliczki, Niepołomic, Gdowa, Kłaja i Biskupic",https://gazetawielicka.pl/bezpieczenstwo/36-latek-z-krakowa-zaginal-bez-sladu-ostatni-raz-widziany-przy-puszczy-niepolomickiej/,https://media.gazetawielicka.pl/2025/06/Projekt-bez-nazwy-11-3-2.jpg,Anna Palonek,article
4033,W Poznaniu zaginął 14-latek,Ostatni raz był widziany we wtorek.,epoznan.pl,https://epoznan.pl/news-news-165527-w_poznaniu_zaginal_14_latek,https://epoznan.pl/storage/gallery/126583/HALUEmAkvdre4PsXztQPvBIxb1Ra4eQn.jpg,Katarzyna Żurowska,article
4034,W Poznaniu zaginął 14-latek. Kolejny raz,To mieszkaniec Wildy.,epoznan.pl,https://epoznan.pl/news-news-169685-w_poznaniu_zaginal_14_latek_kolejny_raz,https://epoznan.pl/storage/gallery/130876/3dsMxHlGumIHRR6mKKwiouCbxXfxhBs0.jpg,Katarzyna Żurowska,article
4035,Zaginęła 39-letnia mieszkanka Poznania. Policja prosi o pomoc,"Poznańska policja prosi o pomoc w ustaleniu miejsca pobytu 39-letniej mieszkanki stolicy Wielkopolski. Funkcjonariusze podejrzewają, że kobieta mogła przemieścić się w kierunku województwa kujawsko-pomorskiego. Ostatni raz widziana była w sobotę 6 grudnia około godziny 11:00.",glospowiatusredzkiego.pl,https://glospowiatusredzkiego.pl/pl/967_u-sasiadow/23955_zaginela-39-letnia-mieszkanka-poznania-policja-prosi-o-pomoc.html,https://glospowiatusredzkiego.pl/pl/image-meta/news/23955.jpg,https://glospowiatusredzkiego.pl/.#person,website
4037,Mija 10 lat od zaginięcia Ewy Tylman. Ojciec 26-latki mówi wprost: „W tej sprawie wszyscy popełniali błędy”,"Minęła dekada od tragicznej nocy, w której 26-letnia Ewa Tylman zaginęła w Poznaniu. Jej ojciec, Andrzej Tylman, wciąż nie może pogodzić się z tym, że prawda o śmierci córki pozostaje nieznana. „Od 10 lat cierpię, a w dodatku nie mogę doczekać sprawiedliwego wyroku” – mówi pan Andrzej, wspominając listopad 2015 roku.",Super Express,https://www.se.pl/poznan/mija-10-lat-od-zaginiecia-ewy-tylman-ojciec-w-tej-sprawie-wszyscy-popelniali-bledy-aa-CChw-iw7h-6GEJ.html,https://cdn.galleries.smcloud.net/thumbs/gf-f2VY-6uiA-RdCi_sprawa-ewy-tylman-powraca-na-sale-sadowa-15-j.jpg,"Anna Kisiel, Ewa Ruszkiewicz","EWA TYLMAN, EWA TYLMAN POSZUKIWANIA, JAK ZGINĘŁA EWA TYLMAN"
4038,"Zaginęła 16-letnia Sandra. Klucz w skrzynce, telefon milczy","
             Sandra z Poznania zaginęła w piątkowy poranek i od tamtej pory ślad po niej zaginął. 16-letnia dziewczyna wyszła z domu bez dokumentów, zostawiając klucz w skrzynce na listy. Jej życie może być poważnie zagrożone.   
                
        ",Wprost,https://www.wprost.pl/kraj/12024676/zaginela-16-letnia-sandra-strugarek-cierpi-na-depresje-sluzby-w-akcji.html,https://img.wprost.pl/img/zaginela-16-letnia-sandra-klucz-w-skrzynce-telefon-milczy/c0/3d/6321a56539f305acc92548f1ac3d.webp,Justyna Witczak,article
